launch_id,launch_name,date,agency,launch_country
4d464e6a-b8b2-4f2c-9c17-9bb17d80a24e,Thor DM-21 Ablestar | ANNA 1A,1962-05-10T12:06:00Z,United States Air Force,USA
3219ff41-e36e-4a6a-b6f8-6b66902dfdac,Thor DM-21 Agena-B | KH-5 5,1962-05-15T19:36:00Z,United States Air Force,USA
c1037c28-c986-4049-81a5-d182b66f0e72,Scout X-2M | DSAP-1 F1,1962-05-24T00:00:00Z,United States Air Force,USA
bb844564-1ae0-4af2-b2a1-f3a28195ea0f,Atlas LV-3B | Mercury-Atlas 7,1962-05-24T12:45:16Z,National Aeronautics and Space Administration,USA
6e56add2-2ca3-48f8-ae68-5066c937ab7f,Kosmos-2I 63S1 | Sputnik 15,1962-05-28T03:00:00Z,Soviet Space Program,RUS
4c897fd4-8338-4c24-ae82-7beba52a185f,Thor DM-21 Agena-B | KH-4 4,1962-05-30T01:00:04Z,United States Air Force,USA
d1542267-4c09-45d9-a829-685b9d019058,Vostok 8A92 | Zenit-2 3,1962-06-01T09:38:00Z,Soviet Space Program,KAZ
e7afcf1a-40bc-4711-b476-f487d360cb36,Thor DM-21 Agena-B | KH-4 5,1962-06-02T00:31:28Z,United States Air Force,USA
4c9ce3d9-3b36-4052-ae81-be24e44fa115,Atlas Agena B | Samos-E6 2,1962-06-17T18:14:18Z,United States Air Force,USA
fdd3f4c1-4332-4ed8-9198-d2b4819cb778,Thor DM-21 Agena-B | P-102 Group 2-D 1,1962-06-18T20:20:00Z,United States Air Force,USA
04604499-6230-4cb1-99a0-3e68c0f5edef,Thor Delta | Tiros 5,1962-06-19T12:19:01Z,United States Air Force,USA
6c62bfdb-9888-4b6d-bcd3-133df11bcdfe,Thor DM-21 Agena-B | KH-4 6,1962-06-23T00:30:47Z,United States Air Force,USA
19dcb1d1-031b-4b5b-91b0-f9184566da8c,Thor Agena D | KH-4 7,1962-06-28T01:09:00Z,United States Air Force,USA
7d19d773-07a4-4f08-a8ac-da471a63e2af,Kosmos-2I 63S1 | DS-P1 1,1962-06-30T16:00:00Z,Soviet Space Program,RUS
03f31be8-7d86-45a5-ba5b-bdeef2dac608,Thor Delta | Telstar 1,1962-07-10T08:35:05Z,United States Air Force,USA
b4132996-96ef-44ea-ad7c-166e8207ce1f,X-15 | Flight 62,1962-07-17T17:30:00Z,United States Air Force,???
ce1d59f9-cdb0-4613-901e-5bffd5edf2aa,Atlas Agena B | Samos-E6 3,1962-07-18T20:51:20Z,United States Air Force,USA
03e9b7b4-b5a9-420f-b72d-0197adf45f9f,Thor DM-21 Agena-B | KH-4 8,1962-07-21T00:56:40Z,United States Air Force,USA
abf6d6dc-b949-4f28-a44c-51214895e368,Atlas Agena B | Mariner 1,1962-07-22T09:21:23Z,United States Air Force,USA
ed0d5ab7-a55e-42dc-8424-d4e94418b1e5,Thor DM-21 Agena-B | KH-4 9,1962-07-28T00:30:09Z,United States Air Force,USA
42cd0632-1bbb-4e2f-88b2-47802d64e2b2,Vostok 8A92 | Zenit-2 4,1962-07-28T09:18:31Z,Soviet Space Program,KAZ
53b9c44c-bca6-4011-a48d-3c9287aaa8a7,Thor Agena D | KH-4 10,1962-08-02T00:17:00Z,United States Air Force,USA
d9310658-8333-4497-b95c-3beb978877ce,Atlas Agena B | Samos-E6 4,1962-08-05T17:58:59Z,United States Air Force,USA
1901ff20-e1d1-45bd-bfc2-8e6cbf46bed9,Vostok-K | Vostok 3,1962-08-11T08:30:00Z,Soviet Space Program,KAZ
6aeaf6ed-3b42-4e17-844d-dc61ebcc77e8,Vostok-K | Vostok 4,1962-08-12T08:02:33Z,Soviet Space Program,KAZ
a3c3e5c6-5a64-4ed4-952c-0aac0b9764f8,Kosmos-2I 63S1 | Sputnik 18,1962-08-18T15:00:00Z,Soviet Space Program,RUS
085be7a8-8aa7-46ff-b60f-512eb71c3e7f,Scout X-2M | DSAP-1 F2,1962-08-23T11:33:00Z,United States Air Force,USA
8bceefa3-0158-4cf6-9256-603b972f0899,Molniya 8K78 | Venera 2a,1962-08-25T02:18:45Z,Soviet Space Program,KAZ
44ebf43b-accb-4cc4-aaaa-43c2f13e90df,Atlas Agena B | Mariner 2,1962-08-27T06:53:14Z,United States Air Force,USA
84e776ec-6bff-4de1-b2cc-a4ef985cb1ec,Thor Agena D | KH-4 11 & RM 3,1962-08-29T01:00:36Z,United States Air Force,USA
5fe5cadc-8e59-485c-9352-760e9ecb1c1a,Scout X-3A | Reentry-2,1962-08-31T16:25:00Z,National Aeronautics and Space Administration,USA
